"","enddate","sex","quota_age","residency","gensoctrust","trustingroups_1","trustingroups_2","trustingroups_3","trustingroups_4","trustingroups_5","trustingroups_6","trustingroups_7","trustingroups_8","trustingroups_9","trustingroups_10","trustingroups_11","trustingroups_12","trustingroups_13","covidexp","covideffect_1","covideffect_2","covideffect_3","covideffect_4","sars","cultcog_1","cultcog_2","cultcog_3","cultcog_4","cultcog_5","cultcog_6","prosocial","canadaq_1","canadaq_2","canadaq_3","finitepool_1","worrycovid19","finitepool_3","finitepool_4","finitepool_5","finitepool_6","finitepool_7","finitepool_8","longitude_1","longitude_2","longitude_3","personal_1","personal_2","personal_3","personal_4","personal_5","personal_6","personal_7","personal_8","friends_1","friends_2","friends_3","friends_4","friends_5","friends_6","friends_7","friends_8","mediaexp_1","mediaexp_2","mediaexp_3","mediaexp_4","mediaexp_5","mediaexp_6","mediaexp_7","posterstrustq1","socialmediatrustq1","journalisttrustq1","govtrustq1","workplacetrustq1","friendstrustq1","whotrustq1","soughtinfo","prep","govresponse_1","govresponse_2","govresponse_3","govresponse_4","govresponse_5","govresponse_6","govresponse_7","govresponse_8","govresponse_9","govrestrict_1","govrestrict_2","govrestrict_3","sciunderstand","knowledgecert_1","knowledgecert_2","vaccine_1","vaccine_2","num1","num2a","num2b","num3","numeracyq1","demage","demedu","demhealthcare","ethnicmin","politics"
"350","2020-03-23T12:56:17Z",1,2,"DE",2,5,2,3,1,1,1,5,5,5,1,5,5,5,8,4,4,4,4,2,5,4,5,5,5,5,6,4,4,4,7,7,7,7,7,7,7,7,1,1,1,5,5,5,6,5,6,4,6,6,5,5,5,7,6,5,6,1,1,1,1,1,1,1,4,5,2,1,6,4,5,1,"1,2,3,4,5,6,7,8,9,10,11",4,5,4,6,4,5,4,5,6,5,6,7,4,1,1,1,1,70,5,NA,NA,2,25,4,1,1,3
"351","2020-03-23T12:56:21Z",1,2,"DE",1,5,5,3,3,3,3,5,4,3,3,3,4,5,8,6,1,1,4,2,1,6,1,1,6,6,6,5,5,1,5,7,7,7,7,7,5,7,7,4,1,7,7,4,4,5,6,7,7,7,7,4,4,4,7,7,7,2,2,1,1,2,1,1,NA,NA,6,6,NA,3,7,1,"1,2,4,5,6,9,10",7,7,7,5,7,7,7,7,7,1,3,3,6,1,2,1,1,30,30,NA,NA,3,33,3,2,2,4
"352","2020-03-23T12:56:48Z",1,6,"DE",6,5,4,5,4,2,4,5,5,5,4,5,5,4,8,1,4,4,2,2,1,6,2,2,3,1,6,5,4,1,7,7,5,2,1,6,5,5,7,6,4,2,2,1,2,1,2,1,7,2,7,2,4,3,2,2,7,1,1,1,1,1,1,1,6,3,6,7,7,5,7,1,"1,2,3,4,5,6,7,8,9,10,11",7,6,7,7,7,6,7,6,7,2,2,2,7,4,3,1,1,5,3,NA,NA,1,65,5,2,2,5
"353","2020-03-23T12:56:52Z",2,4,"DE",4,3,3,3,3,3,3,3,3,3,3,3,3,3,8,4,4,4,4,2,3,3,3,3,3,3,4,3,3,3,1,7,7,1,7,1,1,7,1,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,NA,4,4,4,4,4,4,1,"1,4,5,6",4,4,4,4,4,4,4,NA,4,7,7,7,4,4,4,1,1,20,25,NA,NA,2,47,2,2,2,4
"354","2020-03-23T12:56:57Z",1,4,"DE",4,5,4,4,3,3,3,4,4,3,3,3,4,4,9,1,2,2,1,2,3,4,2,3,2,5,6,5,5,1,6,6,6,2,3,5,5,4,5,2,1,4,3,5,5,5,2,7,6,4,3,5,5,6,4,6,7,1,1,1,1,1,1,1,5,3,5,7,6,6,6,1,"1,4,5,6,7,8,9,11",6,6,6,5,6,5,5,5,6,2,2,5,6,4,3,1,1,40,25,NA,NA,1,45,5,2,2,1
"355","2020-03-23T12:57:03Z",1,3,"DE",6,5,3,4,3,3,3,4,5,3,3,3,5,4,9,2,4,4,1,2,1,5,1,3,3,5,3,5,4,1,7,6,4,3,5,4,5,5,6,6,3,3,5,2,6,7,4,2,7,3,5,3,5,6,4,3,7,2,2,1,1,1,1,1,NA,NA,5,6,6,5,5,1,"1,4,5,6,7,8,9,10,11",6,5,5,4,4,4,6,5,7,2,4,4,6,3,6,1,1,40,NA,NA,NA,1,35,5,2,2,3
"356","2020-03-23T12:57:13Z",2,5,"DE",1,5,4,4,3,3,1,5,3,5,4,5,3,5,8,1,1,1,1,2,2,6,2,1,5,5,4,5,3,1,7,7,5,6,7,7,7,7,7,7,7,1,3,1,2,1,1,1,4,1,5,1,1,1,1,1,3,2,1,1,1,1,2,1,NA,7,7,7,7,NA,7,1,"1,4,6,11",6,6,7,4,7,7,7,7,7,1,5,5,7,1,1,1,1,10,4,NA,NA,1,57,2,2,2,4
"357","2020-03-23T12:57:33Z",2,1,"DE",4,5,3,3,3,2,3,4,4,3,3,3,4,4,8,4,4,1,1,2,2,4,4,3,4,4,4,3,3,3,3,5,3,3,2,3,3,4,4,2,1,3,4,3,3,2,2,3,4,3,2,2,3,2,2,3,4,2,1,1,1,2,2,2,NA,3,4,4,NA,NA,NA,1,"1,2,4,5,6,7",5,5,5,5,6,5,4,5,5,5,5,4,5,2,2,1,1,16.6,30,NA,NA,1,20,3,2,2,4
"358","2020-03-23T12:57:50Z",2,4,"DE",2,4,5,4,4,1,1,4,5,3,4,5,5,4,8,3,1,1,1,2,2,6,2,3,2,6,4,4,3,1,4,7,2,2,2,6,2,6,7,4,1,7,7,2,7,4,6,2,7,2,6,2,6,2,2,2,6,2,2,1,1,2,2,2,NA,NA,6,6,NA,NA,NA,2,"1,4,5,6,10",7,7,7,7,7,6,7,6,7,6,6,6,6,2,2,1,1,10,30,NA,NA,1,48,3,2,2,4
"359","2020-03-23T12:58:25Z",2,2,"DE",3,3,2,3,2,2,2,4,5,1,4,2,5,2,8,1,3,3,1,2,3,5,4,2,4,4,6,5,4,1,7,5,5,2,2,5,7,7,3,4,2,6,2,2,6,2,2,2,4,6,2,4,4,4,2,2,6,2,2,1,1,1,1,2,NA,NA,6,6,5,2,NA,1,"1,2,4,5,6,7,8,10,11",7,1,5,6,6,2,6,4,6,1,1,1,3,3,3,2,2,40,33,NA,NA,1,30,2,2,2,3
"360","2020-03-23T12:58:36Z",2,6,"DE",4,2,2,3,3,2,2,4,3,3,3,3,3,3,8,2,2,3,4,2,2,6,2,2,5,2,4,4,3,2,4,6,4,3,4,4,5,4,6,4,3,2,3,2,2,2,2,2,5,2,2,2,2,2,2,2,5,2,1,1,1,2,1,1,NA,4,4,5,NA,5,5,2,"1,5,8,11",4,3,4,5,5,5,4,5,5,2,2,2,2,3,3,1,1,2,5,NA,NA,1,68,2,2,2,3
"361","2020-03-23T12:58:41Z",2,6,"DE",5,5,2,3,2,2,2,3,3,2,2,2,3,3,8,5,5,5,2,2,3,5,5,3,4,5,5,4,3,2,7,7,5,6,5,6,7,6,5,4,1,5,5,2,2,5,2,5,5,5,6,3,4,5,4,5,5,2,2,1,1,2,1,1,NA,NA,3,3,NA,4,3,1,"1,2,4,5,6,7,8,9,10,11",4,2,3,3,3,2,5,5,5,2,6,6,4,3,5,1,1,10,25,NA,NA,1,77,3,2,2,3
"362","2020-03-23T12:58:50Z",1,5,"DE",4,4,3,4,3,2,2,3,4,2,3,2,4,2,8,5,3,2,1,2,3,4,3,4,3,4,5,4,2,4,5,4,5,5,4,5,6,5,5,5,5,5,6,5,6,6,4,4,2,5,6,5,6,6,5,4,2,2,2,1,1,1,1,2,NA,NA,5,5,4,4,NA,1,"1,4,5,6,7,8,9",6,5,5,5,3,6,5,6,5,5,5,5,6,4,4,2,2,25,NA,NA,NA,1,58,5,2,2,4
"363","2020-03-23T12:58:52Z",1,6,"DE",1,5,3,3,2,1,1,4,3,4,2,4,3,3,8,1,1,1,1,2,5,6,2,2,6,4,1,5,2,4,5,7,4,6,1,6,3,6,7,1,1,5,3,2,4,5,3,3,4,4,3,3,4,3,3,3,4,2,2,1,1,2,1,2,NA,NA,5,7,NA,7,NA,1,"1,2,9,11",5,5,5,4,4,4,6,5,4,4,6,6,6,3,3,1,1,40,25,NA,NA,1,68,2,2,2,4
"364","2020-03-23T12:58:54Z",2,4,"DE",4,5,4,3,3,2,2,4,4,1,1,1,3,2,3,2,2,1,1,2,5,5,5,5,2,2,4,5,4,2,5,6,5,7,2,5,6,6,6,5,2,6,2,2,5,6,3,6,6,4,3,3,5,5,3,5,3,2,1,1,1,2,1,1,NA,5,4,4,NA,5,4,1,"1,2,4,5,6,10,11",6,2,3,3,3,3,5,4,5,2,3,4,5,4,4,2,2,10,25,NA,NA,1,54,1,2,2,6
"365","2020-03-23T12:59:27Z",2,5,"DE",2,5,4,4,3,1,2,3,5,4,3,5,4,3,8,1,1,1,1,2,2,5,3,2,4,6,5,5,3,2,5,6,2,3,1,3,2,2,5,4,1,2,3,1,3,5,1,2,3,2,3,1,2,4,1,1,4,2,1,1,1,2,1,2,NA,3,6,7,NA,5,NA,1,"1,2,4,5,6,8",7,6,6,3,2,4,6,7,7,1,4,4,6,2,6,1,1,10,25,NA,NA,1,61,9,2,2,5
"366","2020-03-23T12:59:32Z",2,5,"DE",5,4,4,3,3,3,3,5,4,3,4,4,4,4,8,1,1,1,1,2,3,5,3,3,4,5,4,3,1,4,5,5,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,NA,NA,7,7,NA,NA,NA,1,"1,4",7,6,7,6,6,6,6,6,6,4,4,4,6,2,3,1,1,2,NA,NA,NA,1,55,2,2,2,1
"367","2020-03-23T12:59:38Z",1,5,"DE",5,4,4,4,3,2,3,4,4,2,3,3,3,3,8,2,6,1,1,2,3,6,2,2,2,5,4,5,2,2,4,6,3,6,6,7,3,5,4,2,1,2,5,1,1,4,1,1,2,2,7,1,1,5,1,1,4,2,1,1,2,2,1,1,NA,5,6,NA,NA,4,6,1,"1,4,6",5,6,6,4,6,6,4,6,4,3,2,8,3,5,6,1,1,30,30,NA,NA,1,57,2,2,2,4
"368","2020-03-23T13:00:24Z",2,3,"DE",5,5,5,5,4,2,3,5,4,3,3,3,5,4,9,1,1,NA,NA,2,3,5,2,4,4,4,5,5,1,2,5,7,4,3,5,5,4,4,6,1,1,3,3,5,4,2,4,2,2,3,2,5,5,4,4,2,2,1,1,1,1,1,1,1,6,4,6,5,6,7,7,1,"1,4,5,6,10",7,6,7,6,7,6,5,6,7,4,6,4,6,2,2,1,1,25,NA,35,40,1,35,2,1,1,2
"369","2020-03-23T13:00:25Z",1,6,"DE",1,5,2,3,2,3,1,4,3,1,1,1,4,1,8,1,1,4,1,2,3,6,3,3,3,4,1,5,3,2,5,7,3,7,6,7,5,7,7,4,1,4,3,1,1,3,7,7,2,4,5,2,2,4,6,7,2,2,1,1,1,2,1,1,NA,6,4,6,NA,5,6,1,"1,2,4,5,6,8,9,10,11",7,5,5,6,6,5,6,4,6,2,4,4,6,5,3,1,1,0.05,25,NA,NA,1,66,2,2,2,4
"370","2020-03-23T13:00:34Z",1,3,"DE",4,4,3,3,2,3,1,4,4,1,1,1,4,1,8,6,7,1,1,2,6,1,6,1,1,1,5,4,1,4,4,1,6,7,6,6,6,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,6,7,7,7,1,2,1,1,1,2,1,2,NA,3,2,1,NA,6,NA,2,"1,7,11",7,1,3,3,3,1,5,1,1,7,7,7,3,6,6,2,2,0,20,NA,NA,1,43,9,2,2,4
"371","2020-03-23T13:00:38Z",2,3,"DE",3,5,2,1,4,1,3,5,3,3,2,3,3,2,9,5,6,6,1,2,4,5,1,2,5,2,4,5,3,4,7,5,7,7,7,7,6,7,5,4,3,7,7,7,7,7,7,7,6,7,6,6,7,7,7,6,4,2,1,1,1,2,1,2,NA,1,2,3,NA,4,NA,1,"1,4,5,6,8,9",5,3,3,3,2,3,6,3,3,3,3,3,5,6,7,1,1,75,50,NA,NA,3,44,3,2,2,5
"372","2020-03-23T13:01:27Z",2,5,"DE",4,5,4,4,2,1,1,4,4,1,3,1,4,3,8,2,4,5,1,2,3,5,3,3,3,4,4,5,3,2,5,7,4,7,4,7,5,7,6,4,2,7,6,5,7,6,6,7,4,7,4,4,7,6,6,7,4,2,2,1,1,1,1,2,NA,NA,4,4,5,6,NA,1,"1,2,4",6,5,5,6,5,5,5,5,6,8,8,8,6,3,5,1,1,40,0,NA,NA,1,56,2,2,1,6
"373","2020-03-23T13:01:30Z",1,5,"DE",5,5,4,4,4,2,4,4,3,3,3,4,4,3,8,1,1,5,1,2,1,6,2,1,3,6,5,5,5,1,4,7,5,6,3,7,4,7,7,3,2,3,1,1,2,5,3,1,7,6,2,3,4,5,4,2,7,2,1,1,1,1,1,1,NA,5,6,6,6,6,6,1,"1,4,5,6,9,10,11",7,7,7,4,6,6,6,6,6,1,4,4,5,6,6,1,1,8,3,NA,NA,1,62,4,2,2,4
"374","2020-03-23T13:01:40Z",1,6,"DE",4,4,3,3,2,2,1,3,3,3,3,3,3,3,9,2,2,2,2,2,2,5,4,2,5,4,5,4,3,3,5,5,5,7,3,7,5,5,5,3,3,2,2,2,2,2,2,1,1,3,2,3,3,6,6,6,6,1,1,1,1,1,1,1,4,4,6,6,6,5,6,1,"1,4,5,6,7,8,9,10,11",6,5,6,6,6,4,6,5,5,8,8,8,6,2,2,1,1,10,20,NA,NA,2,72,4,2,2,4
"375","2020-03-23T13:02:46Z",2,4,"DE",5,5,4,5,4,3,3,5,3,3,3,5,4,4,8,1,2,2,1,2,3,5,2,2,4,5,6,5,5,1,5,7,1,3,2,2,2,2,3,1,1,2,5,2,4,3,1,3,7,2,4,1,4,3,2,2,7,1,1,1,1,1,1,2,7,3,5,7,7,2,NA,2,"1,2,4,5,6,7,8,9",7,6,7,6,6,7,6,7,6,4,4,4,7,2,2,1,1,8,30,NA,NA,1,54,3,1,1,3
"376","2020-03-23T13:02:56Z",2,4,"DE",4,5,3,3,2,1,1,2,2,3,2,3,2,3,8,5,5,5,1,2,2,5,2,2,5,5,4,3,2,2,5,6,3,6,2,5,4,5,5,3,2,5,3,2,2,5,4,2,2,3,3,2,2,3,3,2,3,2,1,1,1,1,1,2,NA,4,4,4,4,6,NA,1,"1,2,4,6,9,11",4,2,3,3,2,4,3,3,3,1,2,2,3,3,4,1,1,25,NA,23,4,1,47,4,2,2,4
"377","2020-03-23T13:03:02Z",1,3,"DE",6,5,4,4,3,3,3,4,4,3,3,4,4,3,8,7,3,2,1,1,1,5,1,2,5,5,6,4,3,2,4,6,2,5,6,4,5,5,5,4,2,3,7,3,6,2,2,2,4,3,6,2,4,2,2,2,4,2,1,1,1,2,2,2,NA,4,5,6,NA,NA,NA,1,"1,4,8,9,10,11",7,5,5,6,3,4,6,6,6,3,5,5,2,6,4,1,1,10,30,NA,NA,1,38,5,1,2,4
"378","2020-03-23T13:03:22Z",2,3,"DE",2,4,2,3,3,2,3,3,4,3,3,3,4,3,8,1,1,1,1,2,2,4,2,1,5,4,3,4,2,3,5,4,3,3,3,6,5,5,5,3,1,5,5,2,6,2,7,2,2,5,5,3,6,2,6,3,7,2,1,1,1,1,2,1,NA,4,4,5,5,NA,5,2,"1,2,4,5,6,9",6,6,5,5,6,6,6,5,3,2,6,6,4,5,4,1,1,20,30,NA,NA,1,39,3,2,2,3
"379","2020-03-23T13:03:41Z",2,6,"DE",3,5,4,4,3,2,3,5,4,5,3,4,2,4,8,4,2,1,1,2,5,5,2,2,4,4,6,4,2,2,5,6,6,4,2,7,6,6,4,3,1,5,3,2,1,4,5,2,3,5,2,2,3,3,2,5,3,2,1,1,1,2,1,1,NA,3,3,5,NA,6,4,1,"1,2,3,4,5,6,8,9,10,11",6,5,5,6,5,6,6,6,5,2,3,4,5,3,2,1,1,30,25,NA,NA,1,80,3,2,2,5
"380","2020-03-23T13:03:47Z",1,4,"DE",1,4,3,3,2,1,2,4,3,3,2,3,3,3,8,4,4,4,2,2,3,5,3,2,4,5,5,4,3,2,6,7,6,6,6,6,6,6,6,3,1,3,6,2,2,2,3,2,3,2,6,2,2,2,2,2,3,2,1,1,1,1,1,2,NA,6,3,5,4,4,NA,2,"1,4,6,11",5,5,5,5,5,5,5,5,5,2,1,1,4,3,3,1,1,10,5,NA,NA,1,52,4,2,2,4
"381","2020-03-23T13:04:08Z",2,3,"DE",4,4,3,3,3,3,3,4,3,3,2,3,3,4,8,4,2,2,1,2,4,2,5,4,3,3,4,5,3,2,1,7,5,5,4,3,1,5,6,6,5,4,4,4,4,4,3,3,4,4,2,4,4,4,4,4,5,1,1,1,1,2,1,1,5,5,4,5,NA,3,4,1,"1,5,11",7,5,3,2,4,5,5,5,6,5,6,6,4,5,6,1,1,25,NA,35,25,1,37,4,2,2,5
"382","2020-03-23T13:04:11Z",2,6,"DE",3,5,4,4,3,2,3,5,5,2,4,4,4,2,8,1,1,1,1,2,2,6,1,2,4,4,5,5,3,2,5,7,4,3,4,7,4,7,7,3,1,3,7,1,3,3,3,1,4,2,7,1,4,4,2,1,4,2,1,1,1,2,1,1,NA,2,6,7,NA,7,7,1,"1,8",7,7,7,6,6,6,6,7,7,1,1,8,6,3,6,1,1,80,26,NA,NA,1,67,4,2,2,3
"383","2020-03-23T13:04:16Z",2,5,"DE",3,5,4,4,3,3,3,4,3,3,3,4,3,3,8,3,3,1,1,2,1,6,1,1,6,5,5,5,3,2,4,6,3,5,3,4,3,3,5,3,1,2,4,2,2,2,2,3,4,2,4,2,2,2,2,3,4,2,1,1,1,1,1,1,NA,4,5,6,5,6,6,2,"1,2",6,6,5,5,6,4,6,6,6,2,2,2,4,4,6,1,1,3,25,NA,NA,1,60,2,2,2,5
"384","2020-03-23T13:04:23Z",2,4,"DE",6,5,4,4,4,4,4,4,4,3,4,3,4,3,8,1,1,1,1,2,2,5,5,5,4,4,4,3,1,4,2,3,3,2,2,1,2,2,2,1,1,1,1,1,5,2,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,NA,NA,5,5,NA,4,NA,1,"1,4,5,6,7",6,5,6,6,5,5,4,6,4,3,2,2,6,2,5,1,1,25,NA,24,4,1,51,3,2,2,2
"385","2020-03-23T13:04:34Z",2,4,"DE",5,4,3,5,3,3,3,4,4,3,4,3,4,4,8,7,2,2,1,2,3,5,4,3,5,4,3,4,1,3,2,3,3,5,2,3,3,3,3,2,2,3,2,2,2,4,2,3,2,2,2,2,2,NA,NA,4,3,2,2,1,1,2,2,1,NA,NA,6,6,NA,NA,6,2,"1,4,5,6,9,11",7,6,6,6,6,5,5,5,5,3,4,4,5,5,5,1,1,25,NA,13,20,2,53,3,2,2,2
"386","2020-03-23T13:04:50Z",2,3,"DE",4,4,3,3,2,2,2,4,3,2,1,3,4,3,3,2,2,1,1,2,3,4,3,4,3,3,5,5,4,2,5,5,3,6,3,5,5,4,2,1,1,3,3,2,3,3,3,3,5,3,3,2,3,3,4,3,5,2,2,1,2,1,1,2,NA,NA,4,NA,6,7,NA,1,"1,4,5,6,7,9,10",5,4,5,5,4,3,5,5,5,5,6,5,5,3,5,1,1,25,NA,20,NA,1,41,5,2,2,3
"387","2020-03-23T13:04:54Z",2,5,"DE",5,5,4,3,3,3,3,4,3,3,3,3,3,3,8,3,2,2,1,2,2,6,2,2,5,5,2,4,4,2,7,7,5,2,4,3,7,4,6,4,2,3,6,3,3,4,3,2,6,2,5,3,2,3,2,2,3,2,1,1,1,1,1,1,NA,4,NA,5,6,4,6,1,"1,4,5,6,9,10,11",6,5,6,6,5,4,5,5,5,2,2,3,6,7,7,1,1,NA,NA,NA,NA,1,62,2,2,2,2
"388","2020-03-23T13:05:03Z",1,5,"DE",2,4,2,3,3,2,2,3,3,2,3,3,3,2,8,2,3,1,1,2,1,4,1,1,6,5,6,4,3,3,5,5,6,4,6,4,5,5,5,2,1,4,6,4,5,5,3,3,6,4,4,5,6,5,5,4,6,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,"1,4,5,6,7,8,11",3,2,3,2,3,2,5,4,4,1,1,1,4,3,3,1,1,20,NA,NA,NA,1,55,4,2,2,4
"389","2020-03-23T13:05:23Z",1,6,"DE",1,5,4,3,2,2,1,4,4,4,3,4,4,4,9,4,2,5,1,2,2,5,3,1,5,3,5,4,2,1,6,7,5,7,4,5,6,6,7,4,3,6,2,5,4,5,6,1,6,6,7,2,4,5,4,1,6,2,1,1,1,1,1,2,NA,5,5,5,5,7,NA,1,"1,2,4,5,6,7,11",4,3,5,5,4,5,4,4,4,5,6,6,3,6,6,1,1,20,10,NA,NA,2,73,2,2,2,5
"390","2020-03-23T13:05:40Z",1,4,"DE",6,5,3,3,3,3,3,4,4,3,3,4,4,3,2,7,1,3,1,2,2,5,4,3,3,4,6,5,3,2,1,6,1,2,3,6,2,5,4,2,1,4,7,2,4,3,4,1,4,4,7,1,4,4,4,1,4,2,1,1,1,1,1,1,NA,4,4,6,6,6,7,1,"1,4,5,6,7,8,9,10,11",7,7,7,5,7,6,7,7,6,1,2,3,5,1,6,2,2,75,30,NA,NA,1,48,5,2,1,3
"391","2020-03-23T13:06:15Z",1,2,"DE",1,5,5,5,5,5,5,5,5,5,5,5,5,5,8,7,7,7,1,2,4,4,4,4,4,4,4,3,3,1,7,7,7,7,7,7,7,7,4,4,4,7,7,4,7,4,7,7,4,4,6,5,4,5,5,5,4,2,1,1,1,1,1,1,NA,5,4,4,3,NA,5,2,"1,4,5",4,5,5,4,2,5,6,5,4,5,6,3,4,4,4,1,1,50,30,NA,NA,3,28,1,2,1,4
"392","2020-03-23T13:06:21Z",1,6,"DE",1,4,2,5,4,1,2,5,4,2,3,3,3,3,8,1,1,1,1,2,4,4,2,4,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,NA,NA,4,NA,NA,7,5,2,"1,4,6",7,6,6,6,6,6,6,6,6,4,4,6,6,3,5,1,1,50,20,NA,NA,3,67,2,2,2,4
"393","2020-03-23T13:07:10Z",2,6,"DE",2,4,3,3,2,2,2,4,3,4,3,3,4,3,8,1,1,1,1,2,2,6,2,6,6,6,6,5,3,3,6,7,3,7,6,6,6,6,5,2,1,6,2,6,6,7,6,6,4,3,5,2,5,4,4,3,4,1,1,1,1,2,1,1,6,5,5,6,NA,4,5,2,"1,4,5,6,9,10",7,6,7,7,6,5,7,7,7,1,1,2,6,3,3,1,1,40,30,NA,NA,1,70,3,2,2,4
"394","2020-03-23T13:07:23Z",1,1,"DE",4,5,3,3,3,2,3,4,3,3,3,3,3,3,8,5,2,1,1,2,2,5,4,1,3,3,4,5,3,1,7,5,5,4,5,5,7,4,4,4,3,4,5,5,7,4,4,4,4,4,6,4,6,5,4,3,4,2,1,1,1,1,1,1,NA,3,4,5,5,5,4,1,"1,2,4,5,6,9,10",7,4,5,5,4,4,7,4,4,3,4,3,4,5,4,2,2,40,25,NA,NA,1,19,3,1,2,2
"395","2020-03-23T13:07:33Z",2,4,"DE",6,4,4,4,4,5,3,4,5,5,4,5,4,4,8,7,1,1,1,1,4,5,5,5,5,6,6,5,3,3,3,4,4,4,5,4,4,4,2,1,1,4,7,4,4,4,5,6,4,4,5,5,4,5,3,4,4,1,1,1,1,1,1,1,6,6,5,5,6,5,6,1,"1",7,5,5,5,4,6,5,5,6,7,7,6,6,6,5,1,2,10,25,NA,NA,1,47,3,2,2,5
"396","2020-03-23T13:07:56Z",1,5,"DE",7,5,4,4,4,4,4,4,3,2,4,2,3,2,8,1,4,5,1,2,3,5,5,3,3,6,5,5,2,1,5,7,4,1,3,2,3,2,7,3,1,2,4,2,7,7,3,3,4,2,6,4,7,7,4,2,4,1,2,1,1,1,1,2,6,NA,5,7,7,5,NA,2,"1,4,5,6,7",6,7,7,6,6,5,3,5,7,1,4,4,6,2,4,1,1,20,35,NA,NA,1,60,2,2,2,1
"397","2020-03-23T13:08:02Z",1,3,"DE",1,4,3,5,3,3,3,5,5,4,4,4,5,3,8,2,4,1,1,2,3,6,4,2,4,4,5,5,2,3,4,7,3,4,7,6,3,6,5,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,1,1,NA,5,6,6,NA,6,6,1,"1,4,6,8,9",6,6,6,6,6,6,6,6,6,3,3,3,7,2,2,2,1,20,5,NA,NA,3,35,3,1,2,3
"398","2020-03-23T13:08:13Z",2,3,"DE",5,3,2,3,3,3,3,3,3,3,2,3,2,3,8,4,3,4,4,2,3,4,4,4,4,4,4,3,2,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,"6",4,3,4,3,4,4,3,4,3,4,3,4,4,4,3,1,1,50,5,NA,NA,2,39,2,2,2,4
"399","2020-03-23T13:08:27Z",2,2,"DE",2,4,4,4,2,1,3,3,4,4,5,3,4,2,4,3,5,4,5,1,2,5,6,4,3,3,1,3,4,2,5,6,6,6,6,4,6,5,7,7,7,4,5,4,2,7,2,4,1,5,5,5,4,5,5,4,5,2,1,1,2,1,1,2,NA,6,3,NA,3,6,NA,1,"5",4,7,6,5,NA,1,7,3,5,5,3,4,5,4,2,1,1,20,50,NA,NA,2,32,1,1,1,4
"400","2020-03-23T13:08:37Z",1,5,"DE",2,5,4,4,3,2,3,5,5,4,4,4,5,5,8,2,2,1,1,2,2,6,2,1,3,5,7,5,1,3,6,5,4,3,4,6,6,6,3,2,1,1,3,1,2,3,1,3,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,1,NA,5,5,6,NA,NA,7,1,"1,2,4,5,6,7,9",7,6,6,7,7,6,6,6,7,3,1,1,7,1,2,2,1,10,15,NA,NA,1,62,4,2,2,5
"401","2020-03-23T13:08:38Z",2,4,"DE",5,5,4,4,2,2,2,4,4,2,4,3,3,3,8,5,5,7,2,2,5,2,4,4,2,3,6,4,1,2,6,7,6,3,6,5,2,3,5,3,1,2,6,6,4,6,3,4,2,3,4,3,6,5,4,3,2,2,2,1,1,1,1,1,NA,NA,5,4,6,3,3,1,"1,4,5,6,8,9,10,11",2,2,7,6,3,4,5,6,4,2,7,4,6,3,6,1,1,25,NA,23,2,1,45,2,2,1,1
"402","2020-03-23T13:08:45Z",1,5,"DE",1,5,5,4,4,2,2,5,3,3,2,3,3,3,8,1,1,3,1,2,1,6,1,1,5,6,6,5,2,1,2,7,2,6,7,6,2,7,6,2,1,1,2,1,2,2,1,1,3,5,7,4,4,5,4,2,5,1,1,1,1,2,1,1,5,6,6,7,NA,7,7,2,"1,4,6",7,7,6,6,6,6,5,5,7,1,2,2,6,5,6,1,1,20,30,NA,NA,2,63,1,2,2,3
"403","2020-03-23T13:09:27Z",2,6,"DE",4,5,4,3,4,2,3,5,4,4,3,5,5,3,8,2,7,2,1,1,2,5,1,1,6,5,6,5,2,2,6,7,2,2,1,7,6,5,7,4,1,3,5,1,5,3,2,3,2,1,4,1,2,1,1,2,3,2,2,1,1,2,1,1,NA,NA,5,7,NA,5,6,1,"1,2,4,5,6,7,8",6,6,7,5,4,5,5,5,7,3,3,3,7,2,3,1,1,20,25,NA,NA,1,78,5,2,2,5
"404","2020-03-23T13:10:47Z",2,6,"DE",4,5,4,3,3,2,2,4,5,2,3,2,4,4,8,1,1,1,1,2,2,5,2,3,4,5,4,5,3,2,5,6,4,6,1,5,4,5,4,3,2,2,2,2,3,3,2,2,4,2,2,2,2,2,2,2,4,2,2,1,1,2,1,1,NA,NA,6,4,NA,6,5,1,"1,4,5,6,7",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,40,30,NA,NA,1,69,3,2,2,4
