CountryofLiving,gender,mh_anxiety_1,mh_anxiety_3,weight_sample,weight_new,female
Germany,2,4,2,1.64331E-05,13906043,1
Germany,2,4,1,4.50878E-05,38154156,1
Germany,1,2,5,4.19371E-05,35488008,0
Germany,2,4,1,7.85E-06,6640608,1
Germany,1,3,3,8.70E-06,7359192.5,0
Germany,2,2,3,8.06139E-05,68217032,1
Germany,2,4,4,9.58171E-05,81082240,1
Germany,1,3,1,1.60064E-05,13544927,0
Germany,1,3,3,5.77911E-05,48903948,0
Germany,2,4,3,8.23E-06,6960735,1
Germany,2,4,2,8.23E-06,6960735,1
Germany,2,3,4,0.000120308,101807120,1
Germany,1,3,5,2.59278E-05,21940608,0
Germany,2,4,1,7.66584E-05,64869820,1
Germany,2,3,3,0.000241757,204579600,1
Germany,1,2,3,0.005125174,4337020928,0
Germany,2,4,4,0.00019937,168710560,1
Germany,1,4,2,5.77911E-05,48903948,0
Germany,2,3,3,1.99995E-05,16923944,1
Germany,1,2,3,0.000443328,375152544,0
Germany,1,2,3,4.77623E-05,40417352,0
Germany,1,2,1,8.20E-06,6939762.5,0
Germany,1,4,2,1.71734E-05,14532500,0
Germany,1,1,3,0.000161456,136627568,0
Germany,2,3,4,7.85E-06,6640608,1
Germany,2,3,5,0.000293682,248519600,1
Germany,2,2,3,0.000411036,347826880,1
Germany,1,4,3,0.000119946,101500376,0
Germany,2,4,2,0.00646094,5467372544,1
Germany,2,5,3,0.000401114,339430528,1
Germany,1,2,4,9.34E-06,7903708,0
Germany,1,3,4,1.82114E-05,15410825,0
Germany,1,1,1,0.000418061,353771072,0
Germany,2,5,5,0.000164777,139437648,1
Germany,1,2,4,1.60064E-05,13544927,0
Germany,2,5,5,8.45266E-05,71528032,1
Germany,1,3,5,8.18523E-05,69264968,0
Germany,1,5,3,4.19371E-05,35488008,0
Germany,2,4,3,0.000177006,149786288,1
Germany,1,4,3,9.34E-06,7903708,0
Germany,1,4,2,1.50773E-05,12758676,0
Germany,1,4,2,2.18617E-05,18499796,0
Germany,2,2,3,9.22E-06,7804047.5,1
Germany,1,4,3,7.61971E-05,64479492,0
Germany,2,2,1,7.10E-06,6012257,1
Germany,2,5,4,8.45266E-05,71528032,1
Germany,2,3,2,9.22E-06,7804047.5,1
Germany,1,2,3,3.74687E-05,31706718,0
Germany,2,3,4,0.000214166,181231744,1
Germany,2,3,3,1.64331E-05,13906043,1
Germany,2,4,3,5.72011E-05,48404708,1
Germany,2,1,2,1.72253E-05,14576420,1
Germany,2,2,4,1.61455E-05,13662596,1
Germany,2,3,4,1.93122E-05,16342392,1
Germany,2,3,4,2.35265E-05,19908620,1
Germany,1,1,1,0.000127195,107634920,0
Germany,1,2,3,9.31279E-05,78806656,0
Germany,2,5,1,7.85E-06,6640608,1
Germany,1,3,3,1.50773E-05,12758676,0
Germany,2,3,3,0.000195141,165132176,1
Germany,1,4,1,9.34E-06,7903708,0
Germany,1,3,5,0.000216375,183100944,0
Germany,1,3,3,4.77623E-05,40417352,0
Germany,2,5,5,0.000134884,114141336,1
Germany,2,5,2,7.85E-06,6640608,1
Germany,2,5,3,9.41396E-05,79662776,1
Germany,2,2,4,7.85E-06,6640608,1
Germany,2,3,3,7.10E-06,6012257,1
Germany,2,3,5,1.72253E-05,14576420,1
Germany,1,5,3,9.34E-06,7903708,0
Germany,2,3,5,3.99999E-05,33848700,1
Germany,1,1,2,8.20E-06,6939762.5,0
Germany,2,5,2,0.000419324,354840256,1
Germany,2,3,4,0.000669222,566308480,1
Germany,2,4,4,8.19998E-05,69389832,1
Germany,2,1,1,1.64331E-05,13906043,1
Germany,2,2,3,1.48782E-05,12590218,1
Germany,2,4,4,0.000672926,569442752,1
Germany,1,1,4,2.02057E-05,17098494,0
Germany,1,3,5,1.60064E-05,13544927,0
Germany,1,4,5,8.78202E-05,74315152,0
Germany,1,2,3,0.002500085,2115619968,0
Germany,1,3,3,2.48733E-05,21048260,0
Germany,1,2,3,4.77623E-05,40417352,0
Germany,1,5,5,5.33447E-05,45141300,0
Germany,2,5,5,7.85E-06,6640608,1
Germany,2,1,4,9.22E-06,7804047.5,1
Germany,2,1,4,2.35265E-05,19908620,1
Germany,2,2,3,0.000230566,195109696,1
Germany,1,4,3,4.22897E-05,35786320,0
Germany,2,3,1,2.35265E-05,19908620,1
Germany,2,5,5,1.48782E-05,12590218,1
Germany,1,3,4,7.64E-06,6468162,0
Germany,2,3,4,4.716E-05,39907720,1
Germany,1,2,3,1.50773E-05,12758676,0
Germany,2,2,2,0.000102272,86544320,1
Germany,1,3,4,1.71734E-05,14532500,0
Germany,2,2,4,2.74249E-05,23207476,1
Germany,1,2,4,3.71693E-05,31453412,0
Germany,1,1,1,1.82114E-05,15410825,0
Germany,1,2,3,0.000132588,112198144,0
Germany,1,3,4,2.02057E-05,17098494,0
Germany,2,2,3,7.6083E-05,64382860,1
Germany,2,5,5,8.23E-06,6960735,1
Germany,1,1,1,8.70E-06,7359192.5,0
Germany,2,5,3,0.000230566,195109696,1
Germany,1,3,4,8.18523E-05,69264968,0
Germany,2,3,3,0.000117687,99589368,1
Germany,2,5,4,1.48782E-05,12590218,1
Germany,2,3,3,4.18807E-05,35440292,1
Germany,2,5,5,0.000102272,86544320,1
Germany,2,3,4,7.85E-06,6640608,1
Germany,1,4,2,0.000100538,85077328,0
Germany,1,3,4,8.70E-06,7359192.5,0
Germany,2,3,3,7.10E-06,6012257,1
Germany,1,4,2,7.71009E-05,65244304,0
Germany,2,2,3,9.22E-06,7804047.5,1
Germany,2,3,3,7.10E-06,6012257,1
Germany,2,4,4,1.99995E-05,16923944,1
Germany,1,2,3,0.000100019,84637656,0
Germany,2,3,3,0.000133362,112853432,1
Germany,2,2,4,1.65294E-05,13987475,1
Germany,2,3,5,0.000130868,110742936,1
Germany,1,4,4,7.64E-06,6468162,0
Germany,2,3,3,3.99999E-05,33848700,1
Germany,1,4,3,0.00100224,848114560,0
Germany,1,2,2,0.000216257,183001232,0
Germany,1,2,3,1.50773E-05,12758676,0
Germany,1,3,3,1.50773E-05,12758676,0
Germany,2,5,5,0.000103915,87934760,1
Germany,1,5,3,2.48733E-05,21048260,0
Germany,2,4,3,9.22E-06,7804047.5,1
Germany,2,3,2,3.99999E-05,33848700,1
Germany,1,1,1,7.64E-06,6468162,0
Germany,1,4,2,8.70E-06,7359192.5,0
Germany,1,4,1,2.02057E-05,17098494,0
Germany,1,3,5,0.000127195,107634920,0
Germany,2,1,1,7.10E-06,6012257,1
Germany,2,4,3,1.65294E-05,13987475,1
Germany,1,3,4,4.19371E-05,35488008,0
Germany,2,3,4,4.20639E-05,35595256,1
Germany,2,2,1,2.24446E-05,18993014,1
Germany,1,3,2,7.71009E-05,65244304,0
Germany,1,3,3,1.71734E-05,14532500,0
Germany,1,2,4,7.64E-06,6468162,0
Germany,1,2,4,7.71009E-05,65244304,0
Germany,1,3,4,1.71734E-05,14532500,0
Germany,1,1,4,8.70E-06,7359192.5,0
Germany,1,2,2,9.34E-06,7903708,0
Germany,2,3,1,0.000230566,195109696,1
Germany,1,2,4,3.98794E-05,33746712,0
Germany,2,3,4,7.85E-06,6640608,1
Germany,1,3,3,0.000201426,170450624,0
Germany,2,3,2,2.35265E-05,19908620,1
Germany,1,4,3,0.000168724,142777680,0
Germany,1,2,3,9.34E-06,7903708,0
Germany,1,2,2,0.000443328,375152544,0
Germany,2,2,3,0.00646094,5467372544,1
Germany,2,5,3,0.000120308,101807120,1
Germany,1,5,3,0.000119946,101500376,0
Germany,2,2,4,7.84388E-05,66376436,1
Germany,1,3,1,8.20E-06,6939762.5,0
Germany,1,2,2,7.64E-06,6468162,0
Germany,1,1,1,1.95589E-05,16551090,0
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,1,3,3,0.000216257,183001232,0
Germany,1,4,4,0.000260884,220764896,0
Germany,2,3,2,9.22E-06,7804047.5,1
Germany,2,3,4,7.10E-06,6012257,1
Germany,3,3,4,4.84844E-05,41028424,
Germany,2,2,4,8.06139E-05,68217032,1
Germany,1,3,2,7.64E-06,6468162,0
Germany,1,2,2,0.000103327,87436928,0
Germany,2,4,2,9.22E-06,7804047.5,1
Germany,1,2,3,0.000161456,136627568,0
Germany,1,4,4,8.70E-06,7359192.5,0
Germany,1,1,1,8.18523E-05,69264968,0
Germany,2,2,3,0.000842625,713045184,1
Germany,1,5,2,1.50773E-05,12758676,0
Germany,1,3,3,1.68728E-05,14278086,0
Germany,2,5,3,7.85E-06,6640608,1
Germany,1,3,3,1.71734E-05,14532500,0
Germany,2,3,2,4.11476E-05,34819856,1
Germany,1,3,1,8.20E-06,6939762.5,0
Germany,1,3,3,8.78202E-05,74315152,0
Germany,2,3,2,2.03208E-05,17195846,1
Germany,1,5,3,0.000103327,87436928,0
Germany,2,2,4,4.716E-05,39907720,1
Germany,2,5,5,0.000672926,569442752,1
Germany,2,3,4,0.000114775,97124960,1
Germany,2,1,2,9.87574E-05,83570432,1
Germany,2,3,3,2.35265E-05,19908620,1
Germany,1,4,2,0.000119946,101500376,0
Germany,2,4,4,4.01293E-05,33958216,1
Germany,1,3,4,9.34E-06,7903708,0
Germany,2,5,5,2.35265E-05,19908620,1
Germany,2,2,2,8.22971E-05,69641376,1
Germany,2,3,3,8.40345E-05,71111616,1
Germany,1,1,2,1.50773E-05,12758676,0
Germany,2,3,3,9.22E-06,7804047.5,1
Germany,2,2,3,5.74303E-05,48598588,1
Germany,2,3,3,0.000411036,347826880,1
Germany,2,5,4,1.93122E-05,16342392,1
Germany,2,5,2,1.64331E-05,13906043,1
Germany,1,2,4,9.34E-06,7903708,0
Germany,1,3,2,0.000232259,196541696,0
Germany,2,3,5,4.716E-05,39907720,1
Germany,2,4,3,7.85E-06,6640608,1
Germany,2,2,3,9.22E-06,7804047.5,1
Germany,2,1,3,4.716E-05,39907720,1
Germany,2,1,3,8.23E-06,6960735,1
Germany,1,2,3,5.10164E-05,43171088,0
Germany,2,3,4,7.85E-06,6640608,1
Germany,2,4,4,4.50878E-05,38154156,1
Germany,2,5,5,4.716E-05,39907720,1
Germany,1,3,3,0.000132588,112198144,0
Germany,1,2,5,0.000136606,115598952,0
Germany,1,3,3,9.12139E-05,77186968,0
Germany,2,5,3,0.00019937,168710560,1
Germany,1,3,2,9.34E-06,7903708,0
Germany,1,2,4,7.71009E-05,65244304,0
Germany,1,4,1,7.64E-06,6468162,0
Germany,2,4,2,1.99995E-05,16923944,1
Germany,2,2,2,4.716E-05,39907720,1
Germany,2,3,3,0.000669222,566308480,1
Germany,2,4,4,0.003800099,3215716864,1
Germany,1,4,2,8.20E-06,6939762.5,0
Germany,2,3,3,1.48782E-05,12590218,1
Germany,1,1,1,3.90872E-05,33076374,0
Germany,2,3,3,7.10E-06,6012257,1
Germany,2,2,3,7.85E-06,6640608,1
Germany,1,1,1,1.50773E-05,12758676,0
Germany,1,2,4,0.002500085,2115619968,0
Germany,2,5,2,1.65294E-05,13987475,1
Germany,2,5,3,1.72253E-05,14576420,1
Germany,1,5,3,0.000100538,85077328,0
Germany,1,4,4,0.000220519,186607312,0
Germany,2,2,2,1.65294E-05,13987475,1
Germany,1,3,2,4.23127E-05,35805820,0
Germany,2,3,3,7.10E-06,6012257,1
Germany,2,4,3,0.000401114,339430528,1
Germany,2,5,5,0.000293682,248519600,1
Germany,1,5,2,2.48733E-05,21048260,0
Germany,2,2,2,1.99995E-05,16923944,1
Germany,2,4,4,0.003800099,3215716864,1
Germany,2,2,5,0.000140243,118676552,1
Germany,2,2,4,2.35265E-05,19908620,1
Germany,1,4,3,3.98794E-05,33746712,0
Germany,1,2,4,7.71009E-05,65244304,0
Germany,2,3,2,2.24446E-05,18993014,1
Germany,2,5,5,7.10E-06,6012257,1
Germany,2,4,2,3.40081E-05,28778272,1
Germany,2,5,3,0.000400039,338520960,1
Germany,1,4,4,8.20E-06,6939762.5,0
Germany,1,3,4,0.000132588,112198144,0
Germany,2,2,4,4.50878E-05,38154156,1
Germany,1,1,4,9.12139E-05,77186968,0
Germany,1,5,4,8.70E-06,7359192.5,0
Germany,2,2,4,2.35265E-05,19908620,1
Germany,1,4,2,7.71009E-05,65244304,0
Germany,2,3,5,0.000842625,713045184,1
Germany,2,5,3,2.74249E-05,23207476,1
Germany,1,1,2,0.000210536,178159744,0
Germany,1,3,4,9.34E-06,7903708,0
Germany,2,5,2,7.10E-06,6012257,1
Germany,1,2,4,2.02057E-05,17098494,0
Germany,1,2,3,8.70E-06,7359192.5,0
Germany,1,5,2,9.34E-06,7903708,0
Germany,2,1,4,8.45266E-05,71528032,1
Germany,1,3,3,2.48733E-05,21048260,0
Germany,2,4,4,1.72253E-05,14576420,1
Germany,2,2,2,0.000140243,118676552,1
Germany,1,4,1,1.78371E-05,15094091,0
Germany,2,4,2,5.72011E-05,48404708,1
Germany,1,2,5,0.000277651,234953216,0
Germany,1,2,2,2.48733E-05,21048260,0
Germany,1,5,3,0.000295528,250081120,0
Germany,3,4,2,8.24333E-05,69756664,
Germany,2,1,4,0.000140243,118676552,1
Germany,2,2,2,2.63769E-05,22320604,1
Germany,1,3,5,4.4979E-05,38062064,0
Germany,1,4,1,5.10164E-05,43171088,0
Germany,1,3,1,1.95589E-05,16551090,0
Germany,1,2,4,2.59278E-05,21940608,0
Germany,1,3,3,0.000100019,84637656,0
Germany,2,4,5,1.65294E-05,13987475,1
Germany,1,4,4,1.95589E-05,16551090,0
Germany,1,1,2,2.02057E-05,17098494,0
Germany,2,4,2,4.01293E-05,33958216,1
Germany,2,3,4,0.000176676,149506960,1
Germany,1,3,4,8.20E-06,6939762.5,0
Germany,2,5,3,5.42686E-05,45923116,1
Germany,1,3,3,4.77623E-05,40417352,0
Germany,2,4,4,1.48782E-05,12590218,1
Germany,2,3,2,7.10E-06,6012257,1
Germany,1,4,2,1.71734E-05,14532500,0
Germany,2,1,4,8.23E-06,6960735,1
Germany,2,3,3,0.000214166,181231744,1
Germany,1,4,4,0.000168724,142777680,0
Germany,2,4,4,1.93122E-05,16342392,1
Germany,1,2,4,2.48733E-05,21048260,0
Germany,2,5,4,4.20639E-05,35595256,1
Germany,2,2,3,1.99995E-05,16923944,1
Germany,2,2,2,9.22E-06,7804047.5,1
Germany,2,3,5,1.72253E-05,14576420,1
Germany,2,2,2,7.82286E-05,66198564,1
Germany,1,3,2,1.95589E-05,16551090,0
Germany,2,4,4,7.85E-06,6640608,1
Germany,1,1,4,4.3123E-05,36491492,0
Germany,2,4,1,7.85E-06,6640608,1
Germany,2,2,3,7.85E-06,6640608,1
Germany,1,3,3,9.34E-06,7903708,0
Germany,1,1,1,0.000136606,115598952,0
Germany,3,3,2,1.69518E-05,14344943,
Germany,2,4,4,9.22E-06,7804047.5,1
Germany,1,4,3,3.15732E-05,26717840,0
Germany,1,5,5,1.60064E-05,13544927,0
Germany,1,2,2,2.02057E-05,17098494,0
Germany,1,1,4,5.10164E-05,43171088,0
Germany,2,5,3,3.81603E-05,32291982,1
Germany,2,3,3,1.72253E-05,14576420,1
Germany,2,3,1,4.84043E-05,40960620,1
Germany,1,4,3,2.59278E-05,21940608,0
Germany,2,4,4,0.000230566,195109696,1
Germany,1,3,3,3.71693E-05,31453412,0
Germany,1,2,3,4.19371E-05,35488008,0
Germany,1,1,3,0.000168724,142777680,0
Germany,2,3,3,9.19343E-05,77796608,1
Germany,2,4,2,0.002332517,1973820928,1
Germany,1,4,3,4.23127E-05,35805820,0
Germany,1,3,2,2.02057E-05,17098494,0
Germany,1,3,2,2.34557E-05,19848634,0
Germany,1,4,2,4.22897E-05,35786320,0
Germany,2,4,2,2.03208E-05,17195846,1
Germany,1,4,3,7.41569E-05,62753028,0
Germany,1,3,3,2.59278E-05,21940608,0
Germany,1,3,3,8.18523E-05,69264968,0
Germany,2,3,4,4.716E-05,39907720,1
Germany,1,2,2,2.59278E-05,21940608,0
Germany,2,4,4,9.72536E-05,82297832,1
Germany,1,2,4,8.70E-06,7359192.5,0
Germany,2,4,1,7.08264E-05,59934688,1
Germany,2,4,2,3.99999E-05,33848700,1
Germany,1,2,3,8.20E-06,6939762.5,0
Germany,1,4,4,0.000443328,375152544,0
Germany,1,3,2,2.59278E-05,21940608,0
Germany,1,1,4,9.34E-06,7903708,0
Germany,2,3,2,0.000235278,199096688,1
Germany,1,3,4,8.20E-06,6939762.5,0
Germany,1,2,2,9.34E-06,7903708,0
Germany,2,4,2,0.002782304,2354439424,1
Germany,2,3,4,1.65294E-05,13987475,1
Germany,2,3,1,4.18807E-05,35440292,1
Germany,1,4,3,0.000210536,178159744,0
Germany,1,2,3,4.19371E-05,35488008,0
Germany,1,4,4,8.70E-06,7359192.5,0
Germany,1,5,4,1.82114E-05,15410825,0
Germany,1,3,2,9.12139E-05,77186968,0
Germany,2,3,4,0.000230566,195109696,1
Germany,2,2,4,0.000230566,195109696,1
Germany,2,4,2,0.000102272,86544320,1
Germany,2,3,3,9.22E-06,7804047.5,1
Germany,1,3,1,8.20E-06,6939762.5,0
Germany,2,5,3,1.48782E-05,12590218,1
Germany,2,3,2,8.23E-06,6960735,1
Germany,1,3,2,1.50773E-05,12758676,0
Germany,1,3,4,0.000443555,375345184,0
Germany,1,4,2,0.000127195,107634920,0
Germany,1,2,3,1.68728E-05,14278086,0
Germany,1,3,3,1.50773E-05,12758676,0
Germany,2,3,3,3.63322E-05,30745002,1
Germany,2,3,3,0.000176676,149506960,1
Germany,1,3,4,3.98794E-05,33746712,0
Germany,2,3,3,1.48782E-05,12590218,1
Germany,2,2,4,2.03208E-05,17195846,1
Germany,2,5,3,9.22E-06,7804047.5,1
Germany,2,4,4,7.84388E-05,66376436,1
Germany,2,1,2,1.99995E-05,16923944,1
Germany,2,3,3,0.000102272,86544320,1
Germany,1,5,5,0.000277651,234953216,0
Germany,1,3,3,9.82566E-05,83146640,0
Germany,1,3,4,4.19371E-05,35488008,0
Germany,2,3,5,0.000134884,114141336,1
Germany,1,4,4,8.70E-06,7359192.5,0
Germany,2,2,3,9.87574E-05,83570432,1
Germany,1,2,4,3.73525E-05,31608414,0
Germany,2,3,2,9.22E-06,7804047.5,1
Germany,2,4,3,7.10E-06,6012257,1
Germany,2,2,2,7.66584E-05,64869820,1
Germany,2,1,2,0.00646094,5467372544,1
Germany,2,4,4,2.63769E-05,22320604,1
Germany,1,4,4,0.000418061,353771072,0
Germany,1,2,4,1.50773E-05,12758676,0
Germany,1,4,3,0.000132588,112198144,0
Germany,1,1,1,0.000216257,183001232,0
Germany,2,2,4,1.72253E-05,14576420,1
Germany,2,3,4,0.000233983,198000832,1
Germany,1,5,4,5.42952E-05,45945652,0
Germany,1,4,4,5.33447E-05,45141300,0
Germany,2,2,3,1.93122E-05,16342392,1
Germany,1,1,4,2.59278E-05,21940608,0
Germany,1,5,3,2.02057E-05,17098494,0
Germany,2,2,3,1.48782E-05,12590218,1
Germany,2,3,3,1.93122E-05,16342392,1
Germany,3,4,4,4.84844E-05,41028424,
Germany,2,2,1,3.99999E-05,33848700,1
Germany,1,2,2,1.50773E-05,12758676,0
Germany,2,1,4,0.00139805,1183056896,1
Germany,1,3,4,2.48733E-05,21048260,0
Germany,2,3,2,0.000133362,112853432,1
Germany,2,3,1,7.10E-06,6012257,1
Germany,1,2,4,8.20E-06,6939762.5,0
Germany,2,3,4,8.80856E-05,74539736,1
Germany,2,4,2,9.22E-06,7804047.5,1
Germany,1,4,3,0.002500085,2115619968,0
Germany,2,1,4,1.72253E-05,14576420,1
Germany,2,3,4,8.23E-06,6960735,1
Germany,2,2,4,0.000230566,195109696,1
Germany,2,4,3,1.72253E-05,14576420,1
Germany,2,5,4,8.45266E-05,71528032,1
Germany,2,5,3,1.72253E-05,14576420,1
Germany,2,4,4,2.35265E-05,19908620,1
Germany,2,4,2,8.23E-06,6960735,1
Germany,2,4,3,1.99995E-05,16923944,1
Germany,2,3,5,7.10E-06,6012257,1
Germany,1,4,3,3.29944E-05,27920506,0
Germany,1,4,2,2.18617E-05,18499796,0
Germany,1,1,4,3.90872E-05,33076374,0
Germany,1,2,3,5.42952E-05,45945652,0
Germany,1,2,2,8.18523E-05,69264968,0
Germany,2,4,4,4.50878E-05,38154156,1
Germany,1,1,4,9.34E-06,7903708,0
Germany,1,2,4,3.53332E-05,29899624,0
Germany,2,4,4,1.65294E-05,13987475,1
Germany,2,5,2,7.85E-06,6640608,1
Germany,2,2,2,1.64331E-05,13906043,1
Germany,2,3,5,1.57642E-05,13340000,1
Germany,2,3,2,9.22E-06,7804047.5,1
Germany,2,5,5,1.72253E-05,14576420,1
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,1,4,4,8.70E-06,7359192.5,0
Germany,1,3,4,2.48733E-05,21048260,0
Germany,2,5,2,2.35265E-05,19908620,1
Germany,2,3,5,0.001137813,962839488,1
Germany,2,3,1,8.06139E-05,68217032,1
Germany,2,3,1,1.72253E-05,14576420,1
Germany,2,3,4,0.000411036,347826880,1
Germany,1,2,2,0.000132588,112198144,0
Germany,2,2,4,9.87574E-05,83570432,1
Germany,2,2,5,1.93122E-05,16342392,1
Germany,1,3,5,0.000127195,107634920,0
Germany,2,5,2,1.93122E-05,16342392,1
Germany,1,4,4,1.50773E-05,12758676,0
Germany,1,2,5,3.15732E-05,26717840,0
Germany,2,3,5,8.19998E-05,69389832,1
Germany,2,2,2,1.64331E-05,13906043,1
Germany,2,5,2,7.10E-06,6012257,1
Germany,2,4,3,9.2765E-05,78499560,1
Germany,1,3,2,1.71734E-05,14532500,0
Germany,1,3,3,2.48733E-05,21048260,0
Germany,1,1,4,0.000260884,220764896,0
Germany,1,3,3,3.15732E-05,26717840,0
Germany,1,4,3,0.000203932,172571248,0
Germany,2,4,3,9.19343E-05,77796608,1
Germany,2,4,3,7.85E-06,6640608,1
Germany,1,4,1,0.000579489,490375136,0
Germany,1,3,3,9.34E-06,7903708,0
Germany,2,2,3,7.10E-06,6012257,1
Germany,1,3,2,0.000216257,183001232,0
Germany,1,3,2,8.18523E-05,69264968,0
Germany,1,5,2,7.71009E-05,65244304,0
Germany,1,5,1,2.34557E-05,19848634,0
Germany,2,2,3,7.10E-06,6012257,1
Germany,1,2,1,2.18617E-05,18499796,0
Germany,2,3,2,7.85E-06,6640608,1
Germany,2,4,4,7.6083E-05,64382860,1
Germany,1,4,3,0.00019101,161636608,0
Germany,1,4,3,0.000514124,435061632,0
Germany,2,3,2,3.45495E-05,29236434,1
Germany,1,3,1,7.64E-06,6468162,0
Germany,2,2,5,1.72253E-05,14576420,1
Germany,1,4,2,2.59278E-05,21940608,0
Germany,1,2,2,1.71734E-05,14532500,0
Germany,2,4,4,4.18086E-05,35379276,1
Germany,2,4,2,0.000544086,460416128,1
Germany,1,3,3,0.000295528,250081120,0
Germany,1,1,4,0.000202609,171451936,0
Germany,1,2,1,0.000260884,220764896,0
Germany,1,4,3,0.000161456,136627568,0
Germany,2,2,2,4.01293E-05,33958216,1
Germany,1,4,4,1.82114E-05,15410825,0
Germany,2,3,1,9.22E-06,7804047.5,1
Germany,2,3,5,7.85E-06,6640608,1
Germany,1,1,4,9.34E-06,7903708,0
Germany,1,5,3,0.000418061,353771072,0
Germany,1,3,3,1.50773E-05,12758676,0
Germany,2,5,5,1.48782E-05,12590218,1
Germany,1,4,4,3.15732E-05,26717840,0
Germany,2,2,4,4.716E-05,39907720,1
Germany,2,3,2,9.22E-06,7804047.5,1
Germany,1,2,2,3.90872E-05,33076374,0
Germany,2,3,4,1.64331E-05,13906043,1
Germany,2,5,1,7.66584E-05,64869820,1
Germany,3,4,2,1.69518E-05,14344943,
Germany,2,4,4,4.18807E-05,35440292,1
Germany,1,1,3,8.17528E-05,69180760,0
Germany,1,4,4,8.70E-06,7359192.5,0
Germany,2,3,5,0.002332517,1973820928,1
Germany,1,1,2,0.000132588,112198144,0
Germany,1,4,2,9.34E-06,7903708,0
Germany,2,2,4,9.22E-06,7804047.5,1
Germany,2,2,3,1.65294E-05,13987475,1
Germany,1,4,4,0.000389651,329730144,0
Germany,2,3,4,1.46177E-05,12369806,1
Germany,1,2,3,2.02057E-05,17098494,0
Germany,1,2,2,0.001681969,1423315072,0
Germany,2,2,2,0.000114775,97124960,1
Germany,2,4,4,0.00019937,168710560,1
Germany,1,2,4,0.00019101,161636608,0
Germany,2,2,2,3.4614E-05,29291058,1
Germany,1,4,4,5.10164E-05,43171088,0
Germany,1,3,3,1.57262E-05,13307800,0
Germany,1,4,2,1.60064E-05,13544927,0
Germany,2,4,4,2.24446E-05,18993014,1
Germany,2,3,1,1.48782E-05,12590218,1
Germany,1,4,4,9.12139E-05,77186968,0
Germany,2,3,1,7.10E-06,6012257,1
Germany,1,2,4,3.90872E-05,33076374,0
Germany,2,3,5,4.50878E-05,38154156,1
Germany,1,4,4,9.34E-06,7903708,0
Germany,2,3,2,8.23E-06,6960735,1
Germany,2,3,5,0.000293682,248519600,1
Germany,2,3,3,0.000204548,173092784,1
Germany,2,3,5,4.01293E-05,33958216,1
Germany,1,4,4,8.20E-06,6939762.5,0
Germany,2,4,4,0.000120308,101807120,1
Germany,1,4,1,5.77911E-05,48903948,0
Germany,2,5,3,1.48782E-05,12590218,1
Germany,2,2,1,7.10E-06,6012257,1
Germany,2,3,2,2.63769E-05,22320604,1
Germany,1,4,4,4.19371E-05,35488008,0
Germany,1,2,4,3.74687E-05,31706718,0
Germany,2,3,1,4.84043E-05,40960620,1
Germany,1,4,5,3.29944E-05,27920506,0
Germany,1,1,4,7.64E-06,6468162,0
Germany,1,4,2,0.000216375,183100944,0
Germany,1,4,1,3.90872E-05,33076374,0
Germany,2,3,3,7.6083E-05,64382860,1
Germany,1,2,2,2.59278E-05,21940608,0
Germany,2,3,3,2.03208E-05,17195846,1
Germany,1,5,4,4.19371E-05,35488008,0
Germany,2,3,3,2.35265E-05,19908620,1
Germany,2,1,2,0.000672926,569442752,1
Germany,2,4,2,0.000102272,86544320,1
Germany,2,5,3,0.000204548,173092784,1
Germany,1,4,2,1.50773E-05,12758676,0
Germany,1,4,5,0.000100019,84637656,0
Germany,1,2,2,9.34E-06,7903708,0
Germany,1,4,3,9.12139E-05,77186968,0
Germany,2,3,3,7.10E-06,6012257,1
Germany,1,3,3,9.34E-06,7903708,0
Germany,2,2,2,2.74249E-05,23207476,1
Germany,1,4,3,3.73525E-05,31608414,0
Germany,2,2,2,1.64331E-05,13906043,1
Germany,1,3,5,9.34E-06,7903708,0
Germany,1,3,2,4.23127E-05,35805820,0
Germany,2,5,1,0.000669222,566308480,1
Germany,1,4,3,0.000119946,101500376,0
Germany,1,4,4,8.70E-06,7359192.5,0
Germany,2,1,1,1.99995E-05,16923944,1
Germany,2,3,4,7.6083E-05,64382860,1
Germany,1,3,5,9.34E-06,7903708,0
Germany,2,5,3,8.40345E-05,71111616,1
Germany,1,4,4,2.02057E-05,17098494,0
Germany,1,3,2,1.60064E-05,13544927,0
Germany,1,1,1,2.02057E-05,17098494,0
Germany,1,4,4,4.54187E-05,38434188,0
Germany,2,2,4,1.64331E-05,13906043,1
Germany,2,5,5,8.80856E-05,74539736,1
Germany,2,3,2,8.40345E-05,71111616,1
Germany,2,2,3,1.48782E-05,12590218,1
Germany,1,4,2,0.000389651,329730144,0
Germany,1,2,4,2.02057E-05,17098494,0
Germany,1,5,5,9.34E-06,7903708,0
Germany,1,2,2,0.000127195,107634920,0
Germany,1,4,1,1.68728E-05,14278086,0
Germany,2,5,3,7.10E-06,6012257,1
Germany,2,5,3,4.716E-05,39907720,1
Germany,2,3,2,2.35265E-05,19908620,1
Germany,1,4,4,2.48733E-05,21048260,0
Germany,3,3,2,0.000421541,356716064,
Germany,1,1,1,4.19371E-05,35488008,0
Germany,1,2,2,0.000216375,183100944,0
Germany,2,5,1,7.85E-06,6640608,1
